"lat","lon","address","description"
"39.3303821292","-76.6376304468","1400 W 36TH ST","Cds:P W/I Dist:Narc || Handgun Violation"
"39.3616583803","-76.5825675123","1600 WALTERSWOOD RD","Asslt-Sec Degree || Agg Assault"
"39.2835576698","-76.6449651388","300 S FULTON AVE","Deadly Weapon-Int/Injure || Agg Assault"
"39.3447073873","-76.6300030473","400 W COLD SPRING LN","Asslt-Sec Degree || Common Assault"
"39.3342348710","-76.5310879769","5500 WHITBY RD","Asslt-Sec Degree || Common Assault"
"39.3403853725","-76.6057416734","700 BELGIAN AVE","Mal Dest Prop/Valu - $500 || B&E"
"39.3403853725","-76.6057416734","700 BELGIAN AVE","Mal Dest Prop/Valu - $500 || B&E"
"39.2675064747","-76.5385467508","6200 BECKLEY ST","Asslt-Sec Degree || Assault"
"39.3245569933","-76.5617292046","4400 PARKSIDE DR","Asslt-Sec Degree || Common Assault"
"39.2948801774","-76.6220590854","400 W FRANKLIN ST","Asslt-Sec Degree || Agg. Assault"
"39.2948391923","-76.5864481488","200 N COLLINGTON AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3406441493","-76.5930795912","1500 HAVENWOOD RD","Theft Less Than $100.00 || Theft"
"39.2925944985","-76.5995651832","1300 E FAYETTE ST","Mal Dest Prop/Valu - $500 || Attempt Robbery"
"39.3032511937","-76.5950926720","1000 N GAY ST","False Imprisonment || Common Assault"
"39.2895889498","-76.6151820769","UNIT N CHARLES ST","Asslt-Sec Degree || Assault"
"39.3486436978","-76.6751852551","5100 PARK HEIGHTS AVE","Asslt-Sec Degree || Assault On Police"
"39.2947166513","-76.6355810658","500 N ARLINGTON AVE","Burglary-4Th Degree-Store || Burglary"
"39.2949075199","-76.6213696594","400 W FRANKLIN ST","Theft: Less $1,000 Value || Robbery"
"39.2323559997","-76.5990780891","3800 9TH ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3179957509","-76.6582134943","3200 TIOGA PKWY","Theft: Less $1,000 Value || Theft"
"39.3450977390","-76.6624715102","2700 VIRGINIA AVE","Asslt-Sec Degree || Com Assault"
"39.2969013558","-76.5785173179","2700 JEFFERSON ST","Asslt-Sec Degree || Assault"
"39.3647133245","-76.5615187328","6600 BIRCHWOOD AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3647133245","-76.5615187328","6600 BIRCHWOOD AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3430602275","-76.6762121763","3700 MANCHESTER AVE","Resist/Interfere With Arrest || B&E"
"39.3544792957","-76.6623693839","2400 W BELVEDERE AVE","Asslt-Sec Degree || Assault"
"39.3108060221","-76.6387213399","2300 DRUID HILL AVE","Handgun In Vehicle || Hgv"
"39.2936584085","-76.5959430677","200 N BOND ST","Handgun In Vehicle || Handgun Violation"
"39.2802430659","-76.5958114106","1500 THAMES ST","Asslt-Sec Degree || Agg Assault"
"39.2860298296","-76.5521132871","600 SAVAGE ST","Resist/Interfere With Arrest || Theft"
"39.3042766852","-76.6356789283","600 LAURENS ST","Handgun On Person || Hgv"
"39.2973680219","-76.5751382724","500 N POTOMAC ST","Asslt-Sec Degree || Assault"
"39.2959243887","-76.5778806975","400 N KENWOOD AVE","Asslt-Sec Degree || Assault"
"39.3316990719","-76.6587347826","3700 COTTAGE AVE","Asslt-Sec Degree || 2 Degree Assault"
"39.3441952564","-76.6759095410","3600 MANCHESTER AVE","Asslt-Sec Degree || 2Nd Assault"
"39.2978237116","-76.5807483874","2600 MCELDERRY ST","Asslt-Sec Degree || Agg Assault"
"39.3435858446","-76.6522505270","2200 W COLD SPRING LN","Theft: Less $1,000 Value || Theft"
"39.2986691172","-76.5857812503","2200 E MONUMENT ST","Theft Less Than $100.00 || Theft"
"39.2740805921","-76.6276929303","1500 RUSSELL ST","Asslt-Sec Degree || Common Assault"
"39.3059957029","-76.5913148778","1300 N WOLFE ST","Burglary-4Th Degree-Store || B&E"
"39.3107584179","-76.6506070191","2000 WALBROOK AVE","Asslt-Sec Degree || Second Degree Assault"
"39.3254263739","-76.5872468486","2000 E 30TH ST","Asslt-Sec Degree || Common Assault"
"39.2959278915","-76.6758448299","700 LINNARD ST","Asslt-Sec Degree || Agg Assault"
"39.2959278915","-76.6758448299","700 LINNARD ST","Asslt-Sec Degree || Aggravated Assault"
"39.3420252031","-76.6629241249","2800 EDGECOMBE ALY","Asslt-Sec Degree || Agg Assault"
"39.2973963279","-76.6689986514","900 ELLICOTT DWY","Handgun In Vehicle || Hgv"
"39.3431771178","-76.6787963664","4900 CORDELIA AVE","Reg Firearm:Illegal Possession || Hgv"
"39.2281161384","-76.6019943307","4100 HAGUE AVE","Asslt-Sec Degree || Assault"
"39.2913120768","-76.6100972198","400 E LEXINGTON ST","Asslt-Sec Degree || Common Assault"
"39.3443682925","-76.6785032372","3700 W GARRISON AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3176619478","-76.5781853806","2400 BELAIR RD","Theft Less Than $100.00 || Robbery"
"39.3057596832","-76.5851216335","2300 E PRESTON ST","Asslt-Sec Degree || Common Assault"
"39.2948298870","-76.5827210662","200 N PORT ST","Asslt-Sec Degree || Assault"
"39.2948298870","-76.5827210662","200 N PORT ST","Asslt-Sec Degree || Domestic Assault"
"39.2881792052","-76.6472041170","1900 W BALTIMORE ST","Handgun In Vehicle || Handgun Violation"
"39.3100495075","-76.6434028230","1600 W NORTH AVE","Asslt-Sec Degree || Common Assault"
"39.2821701693","-76.5554406310","900 OLDHAM ST","Asslt-Sec Degree || Common Assault"
"39.2369536665","-76.6024449852","500 FREEMAN ST","Asslt-Sec Degree || Common Assault"
"39.2221289520","-76.5882135611","4900 PENNINGTON AVE","Asslt-Sec Degree || Assault 1St"
"39.2914133357","-76.5662590340","3700 E LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.3293174958","-76.6150068931","3400 N CALVERT ST","Resist/Interfere With Arrest || Assault"
"39.2900487259","-76.5498875886","300 BAYVIEW BLVD","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2900487259","-76.5498875886","300 BAYVIEW BLVD","Asslt-Sec Degree || Common Assault"
"39.3225504260","-76.6214053358","200 W 29TH ST","Theft: Less $1,000 Value || Armed Robbery"
"39.3245816816","-76.5948242807","1500 E 29TH ST","Asslt-Sec Degree || Assault"
"39.3052302584","-76.6405208616","1300 N CALHOUN ST","Burglary-4Th Degree-Store || Burglary 4Th Degree"
"39.3052302584","-76.6405208616","1300 N CALHOUN ST","Burglary-4Th Degree-Store || Burglary 4Th Degree"
"39.3052302584","-76.6405208616","1300 N CALHOUN ST","Burglary-4Th Degree-Store || Burglary 4Th Degree"
"39.2760045029","-76.6118551111","100 EAST WEST ST","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.2923326643","-76.6152310094","UNIT E SARATOGA ST","Asslt-Sec Degree || Deadly Weapon"
"39.3154629378","-76.6092863057","500 E 23RD ST","Theft: Less $1,000 Value || Assault & Robbery"
"39.2775306122","-76.6077803028","400 E CROSS ST","Theft: Less $1,000 Value || Theft"
"39.3466431788","-76.5465268406","3900 WHITE AVE","Armed Robbery || Armed Robbery"
"39.3467250308","-76.5465178238","3900 WHITE AVE","Theft: Less $1,000 Value || Armed Robbery"
"39.3343637833","-76.6002389046","3800 YOLANDO RD","Burglary-Fourth Degree || 4 Degree Burglary"
"39.3363922182","-76.7024224770","3800 N ROGERS AVE","Know Alter Firearm Id Number || Handgun Violation"
"39.2963403057","-76.5676095674","3600 PULASKI HWY","Asslt-Sec Degree || Assault"
"39.2915557496","-76.6197949846","300 W LEXINGTON ST","Asslt-Sec Degree || Assault"
"39.3450984491","-76.6623475409","2700 VIRGINIA AVE","Asslt-Sec Degree || Common Assault"
"39.3529214870","-76.5671132450","2600 ECHODALE AVE","Handgun In Vehicle || Hgv"
"39.3529214870","-76.5671132450","2600 ECHODALE AVE","Handgun In Vehicle || Hgv"
"39.3113671633","-76.5909919809","1800 N CHAPEL ST","Asslt-Sec Degree || Common Assault"
"39.3050946358","-76.5812310596","1200 N LUZERNE AVE","Asslt-Sec Degree || Common Assault"
"39.2878942468","-76.5958343087","200 MASON CT","Asslt-Sec Degree || Second Degree Assault"
"39.3681853475","-76.5477478412","7200 HARFORD RD","Asslt-Sec Degree || Agg Assault"
"39.3260122077","-76.5313109239","5100 DARIEN RD","Asslt-Sec Degree || Aggravated Assault"
"39.3564532284","-76.6084945629","500 TUNBRIDGE RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2875441010","-76.5573793144","400 S MACON ST","Asslt-Sec Degree || Agg Assault"
"39.2875441010","-76.5573793144","400 S MACON ST","Asslt-Sec Degree || Aggravated Assault"
"39.3132533811","-76.6333398380","2200 BROOKFIELD AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3015648386","-76.5789677691","900 N BELNORD AVE","Asslt-Sec Degree || Common Assault"
"39.3438862872","-76.5434307399","5800 BELAIR RD","Asslt-Sec Degree || Common Assault"
"39.2834679080","-76.6420592456","300 S GILMOR ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2834679080","-76.6420592456","300 S GILMOR ST","Asslt-Sec Degree || Assault-2Nd Degree"
"39.2930331424","-76.6181594682","300 PARK AVE","Handgun In Vehicle || Handgun Violation"
"39.3184771525","-76.6805562353","2700 ALLENDALE RD","Asslt-First Degree || Aggravated Assault"
"39.2967026927","-76.5834822517","2400 JEFFERSON ST","Cds-Poss Of Firearms || Hgv"
"39.3098041519","-76.5730911227","1600 EDISON HWY","Handgun On Person || Handgun Violation"
"39.2982862969","-76.5971848403","1500 E MONUMENT ST","Handgun In Vehicle || Hgv"
"39.2789098075","-76.6238624320","1100 RUSSELL ST","Asslt-Sec Degree || Assault First Degree"
"39.2908100665","-76.5674652022","100 S CONKLING ST","Asslt-Sec Degree || Common Assault"
"39.2908100665","-76.5674652022","100 S CONKLING ST","Asslt-Sec Degree || Common Assault"
"39.2874072551","-76.6734406020","UNIT N MORLEY ST","Asslt-Sec Degree || Common Assault"
"39.2905362818","-76.6195360367","100 N HOWARD ST","Deadly Weapon-Conceal || Concealed Deadly Weapon"
"39.3035315265","-76.6289496849","1400 MCCULLOH ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3095885968","-76.5828945676","1600 N MILTON AVE","Burglary-4Th Degree-Store || Burglary 4Th Deg"
"39.3095885968","-76.5828945676","1600 N MILTON AVE","Burglary-4Th Degree-Store || Burglary 4Th Deg"
"39.3111341096","-76.5857584027","1800 N GAY ST","Asslt-Sec Degree || Robbery"
"39.2941649893","-76.6037116990","200 EAST ST","Armed Robbery || Armed Robbery"
"39.2941649893","-76.6037116990","200 EAST ST","Armed Robbery || Armed Robbery"
"39.3177003922","-76.6904282502","2700 TALBOT RD","Asslt-Sec Degree || Common Assault"
"39.2500761137","-76.6228196190","600 CHERRY HILL RD","Theft Less Than $100.00 || Theft"
"39.2781058774","-76.5465072451","5700 ODONNELL ST","Burglary-4Th Degree-Store || Burglary - 2Nd Degree"
"39.3513108765","-76.5622635897","5400 HARFORD RD","Asslt-Sec Degree || Commerical Robbery"
"39.3027014770","-76.5519591961","5300 SELFRIDGE AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2784016746","-76.7004402443","500 COVENTRY RD","Asslt-Sec Degree || Common Assault"
"39.3239526066","-76.6779288311","3600 SPRINGDALE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3544018625","-76.6098977102","5300 YORK RD","Asslt-Sec Degree || Unarmed Robbery"
"39.3472182562","-76.6804555843","5200 BEAUFORT AVE","Con-Cds:P W/I Dist:Narc || Hgv"
"39.2289644787","-76.5975527331","4100 HYDEN CT","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3259874208","-76.6780716549","3600 LIBERTY HEIGHTS AVE","Asslt-First Degree || Assault 2 Degree"
"39.2941306747","-76.6746262148","3400 EDMONDSON AVE","Trespass: Private Property || B&E"
"39.3204694752","-76.6773556582","2900 GARRISON BLVD","Theft: Less $1,000 Value || Theft"
"39.2938656058","-76.6615785184","2700 LAURETTA AVE","Asslt-First Degree || Agg. Assault By Vehicle"
"39.3107850211","-76.5911844147","1900 E LAFAYETTE AVE","Asslt-First Degree || Agg Assault"
"39.3038356020","-76.6079810405","1200 GREENMOUNT AVE","Handgun On Person || Hgv"
"39.3667224206","-76.5923395021","1200 E NORTHERN PKWY","Asslt-Sec Degree || Common Assault"
"39.2835259529","-76.7078769283","5300 JAMESTOWNE CT","Burglary-Fourth Degree || Burglary"
"39.3574076544","-76.6243415791","5200 N CHARLES ST","Asslt-Sec Degree || Common Assault"
"39.2963527996","-76.5705574223","400 N CLINTON ST","Asslt-Sec Degree || Agg Assault"
"39.2941972073","-76.6728214620","3300 EDMONDSON AVE","Armed Robbery || Armed Robbery"
"39.2941972073","-76.6728214620","3300 EDMONDSON AVE","Asslt-Sec Degree || Armed Robbery"
"39.3447902261","-76.6692846800","3100 VIRGINIA AVE","Burglary-4Th Degree-Store || Burglary"
"39.3719489067","-76.5669506549","2300 PERRING MANOR RD","Burglary-4Th Degree-Store || Burglary"
"39.3135122311","-76.5987156255","2000 HARFORD RD","Theft Less Than $100.00 || Theft"
"39.2706349405","-76.6103658821","200 E HEATH ST","Burglary-Fourth Degree || Burglary"
"39.3017543768","-76.6417387276","1100 N STRICKER ST","Asslt-Sec Degree || Agg Assault"
"39.2850438184","-76.7104278261","UNIT MALLOW HILL RD","Burglary-First Degree || Burglary"
"39.2876639511","-76.6023317655","900 E PRATT ST","Asslt-Sec Degree || 1 St Degree Assault"
"39.2449177217","-76.6240131302","900 BETHUNE RD","Burglary-First Degree || Burglary"
"39.2947808769","-76.6741323523","600 DENISON ST","Handgun On Person || Hgv"
"39.2844248737","-76.6253798008","600 BANKARD LN","Burglary-Fourth Degree || B&E"
"39.2973051988","-76.5737223925","500 N ELLWOOD AVE","Deadly Weapon-Int/Injure || Assault 1St"
"39.3286078717","-76.5646235927","4200 SHELDON AVE","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3331770312","-76.5982971469","3700 DELVERNE RD","Asslt-Sec Degree || Unarmed Robbery"
"39.2929144639","-76.6197537672","300 W SARATOGA ST","Reg Firearm:Illegal Possession || Agg Assault By Point"
"39.2615698565","-76.6665663666","1400 BLOOMFIELD AVE","Firearm/Drug Traf Crime || Handgun Violation"
"39.2746282318","-76.6412806086","1300 S MONROE ST","Theft: $1,000 To Under $10,000 || Theft"
"39.2906462555","-76.5667093589","100 S DEAN ST","Cds: Distr Etc. W/Firearm || Handgun Violation"
"39.2906462555","-76.5667093589","100 S DEAN ST","Firearm/Drug Traf Crime || Hgv"
"39.2994012172","-76.5774192541","700 N STREEPER ST","Burglary-4Th Degree Theft || Burglary"
"39.2994012172","-76.5774192541","700 N STREEPER ST","Burglary-Fourth Degree || Burglary"
"39.3434514257","-76.6740358128","4700 BEAUFORT AVE","Att 1St Deg. Murder || First Degree Assault"
"39.2875467731","-76.5573087382","400 S MACON ST","Asslt-Sec Degree || Common Assault"
"39.2913766682","-76.5673717285","3600 E LOMBARD ST","Handgun In Vehicle || Handgun Violation"
"39.3288676956","-76.6576747840","3500 COTTAGE AVE","Asslt-First Degree || 1St Degree Assault"
"39.3534730388","-76.5566710745","3100 WHITE AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2559069920","-76.6448012454","2800 HINSDALE DR","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3404704690","-76.5825822297","1900 ARGONNE DR","Asslt-First Degree || Aggravated Assault"
"39.2740805921","-76.6276929303","1500 RUSSELL ST","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3132407521","-76.6454073113","1500 RICHLAND ST","Asslt-Sec Degree || Assault"
"39.3119617603","-76.5992228788","1400 E NORTH AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3016678520","-76.6001244096","1300 E EAGER ST","Mal Dest Prop/Valu - $500 || Burglary"
"39.3474249411","-76.6845029857","5300 NELSON AVE","Asslt-Sec Degree || Common Assault"
"39.3400042754","-76.6667641653","4400 PARK HEIGHTS AVE","Theft Less Than $100.00 || Theft"
"39.2897716401","-76.6098515498","400 E BALTIMORE ST","Asslt-First Degree || Assault"
"39.3306955408","-76.6149619401","200 E UNIVERSITY PKWY","Asslt-Sec Degree || Assault On Police"
"39.3057998749","-76.6318624405","1700 MCCULLOH ST","Handgun In Vehicle || Handgun Violation"
"39.3057998749","-76.6318624405","1700 MCCULLOH ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.3048215014","-76.6211319569","1100 PARK AVE","Asslt-Sec Degree || Common Assault"
"39.3089625325","-76.6710223346","3200 W NORTH AVE","Deadly Weapon-Conceal || Deadly Weapon"
"39.3295416661","-76.6624358009","2900 VIOLET AVE","Deadly Weapon-Int/Injure || Assault"
"39.3198655713","-76.6003451256","2500 KIRK AVE","Asslt-Sec Degree || Assault Second Degree"
"39.2870461193","-76.6373099131","UNIT S STOCKTON ST","Asslt-Sec Degree || Common Assault"
"39.2928560584","-76.5733310397","UNIT N ELLWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.3467649528","-76.6749187453","5000 DENMORE AVE","Asslt-Sec Degree || Common Assault"
"39.3205427144","-76.5732484230","3200 ANNETTA AVE","Obstructing & Hindering || 2Nd Assault"
"39.3143192893","-76.6438468371","2600 FRANCIS ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3075222678","-76.6339973673","1900 MCCULLOH ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3055449378","-76.6391529601","1300 PRESSTMAN ST","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3544018625","-76.6098977102","5300 YORK RD","Robbery || Assault And Robbery"
"39.3469037849","-76.6778994581","5100 ELMER AVE","Firearm Poss W/Fel Convict || Hgv"
"39.3350076877","-76.5988298536","3800 CRESTLYN RD","Burglary-4Th Degree-Store || Burglary"
"39.3350076877","-76.5988298536","3800 CRESTLYN RD","Burglary-4Th Degree-Store || Burglary"
"39.3310703729","-76.6686185477","3300 DORITHAN RD","Alc. Bev./Intox:Endanger || Assault"
"39.2929032949","-76.6276150030","300 N MARTIN LUTHER KING JR BLVD","Asslt-Sec Degree || Domestic Assault & Robbery"
"39.3235801602","-76.5906441608","2700 FENWICK AVE","Asslt-Sec Degree || Common Assault"
"39.3100954030","-76.7013382057","2100 TUCKER LN","Burglary-4Th Degree Theft || 1St Degree Burglary"
"39.2902131839","-76.5937369424","100 S BROADWAY","Asslt-Sec Degree || Common Assault"
"39.2905392789","-76.6194654791","100 N HOWARD ST","Deadly Weapon-Conceal || Concealed Deadly Weapon"
"39.2929499181","-76.5709451511","UNIT N CLINTON ST","Asslt-Sec Degree || Common Assault"
"39.3504281662","-76.6942093836","5800 REISTERSTOWN RD","Asslt-Sec Degree || Common Assault"
"39.2989534448","-76.6458948966","900 N FULTON AVE","Firearm/Drug Traf Crime || Handgun Violation"
"39.3003489285","-76.6444829033","1000 N MOUNT ST","Reg Firearm:Illegal Possession || Hgv"
"39.3595192610","-76.5885649754","5600 LOCH RAVEN BLVD","Asslt-Sec Degree || Common Assault"
"39.2969551015","-76.5807249824","500 N LUZERNE AVE","Burglary-4Th Degree-Store || B&E"
"39.3246934468","-76.5720766438","2800 KENTUCKY AVE","Burglary-4Th Degree-Store || B&E"
"39.3377764578","-76.6680142622","2800 BOARMAN AVE","Mal Dest Prop/Valu - $500 || Assault"
"39.3011574237","-76.5780954720","2800 ASHLAND AVE","Poss Of Firearm/Ammo/Minor || Hgv"
"39.3185799553","-76.5979726157","2500 ROBB ST","Burglary-Fourth Degree || Burglary"
"39.3038193820","-76.6328440326","1600 DIVISION ST","Asslt-Sec Degree || Domestic Common Assault"
"39.3014441803","-76.6381741178","1100 N STOCKTON ST","Reg Firearm:Illegal Possession || Hgv"
"39.2818067515","-76.6511538126","500 S SMALLWOOD ST","Asslt-Sec Degree || Common Assault"
"39.3499298885","-76.6822791495","5300 DENMORE AVE","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2899474890","-76.6089818667","UNIT N GAY ST","Asslt-Sec Degree || Common Assault"
"39.2380943155","-76.6040196726","400 ANNABEL AVE","Cds:P W/I Dist:Narc || Hgv"
"39.2380943155","-76.6040196726","400 ANNABEL AVE","Handgun On Person || Handgun Violation"
"39.2380943155","-76.6040196726","400 ANNABEL AVE","Cds:P W/I Dist:Narc || Hgv"
"39.2914607774","-76.5664602603","3700 E LOMBARD ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2855383614","-76.5693513643","3300 FLEET ST","Alc. Bev./Intox:Endanger || Assault"
"39.2980479572","-76.5749355416","3000 MCELDERRY ST","Asslt-Sec Degree || Common Assault"
"39.3073244399","-76.6619156285","2700 PRESBURY ST","Asslt-Sec Degree || Assault And Robbery"
"39.3091171299","-76.7082389829","2000 N FOREST PARK AVE","Handgun On Person || Handgun Violation"
